county_names,wwtp_name,population_served,cases_new_cens_per10k,date_new,sars_cov2_raw_copiesL,flag,sars_cov2_normalized,STATEFP,COUNTYFP,FIPS,NAMELSAD,smooth_normalised
Stanly,Albemarle (CDC Contract),20000,,2022-11-30,1066671.34882107,1,730837768.01274,37,167,37167,Stanly County,591230340.77735
Stanly,Albemarle (CDC Contract),20000,,2022-12-05,1191614.52534558,1,735250232.751637,37,167,37167,Stanly County,666927337.778314
Stanly,Albemarle (CDC Contract),20000,,2022-12-07,716988.191449947,1,469537068.28523,37,167,37167,Stanly County,645208356.349869
Stanly,Albemarle (CDC Contract),20000,,2022-12-12,1117877.28629678,1,702447704.804939,37,167,37167,Stanly County,635745001.947269
Stanly,Albemarle (CDC Contract),20000,,2022-12-14,1228380.99742364,1,681212317.15035,37,167,37167,Stanly County,617732363.413506
Stanly,Albemarle (CDC Contract),20000,,2022-12-19,1149727.84922314,1,883492499.491209,37,167,37167,Stanly County,755717507.148833
Stanly,Albemarle (CDC Contract),20000,,2022-12-21,347105.404806695,1,239792735.882335,37,167,37167,Stanly County,601499184.174631
Stanly,Albemarle (CDC Contract),20000,,2023-01-03,3088969.78403326,1,2256746340.55255,37,167,37167,Stanly County,1126677191.97536
Stanly,Albemarle (CDC Contract),20000,,2023-01-04,1547921.73324101,1,1230495615.0922,37,167,37167,Stanly County,1242344897.17569
Stanly,Albemarle (CDC Contract),20000,,2023-01-09,1541278.23823994,1,1458588660.75837,37,167,37167,Stanly County,1648610205.46771
Stanly,Albemarle (CDC Contract),20000,,2023-01-11,1941613.73615328,1,1708824928.06405,37,167,37167,Stanly County,1465969734.63821
Stanly,Albemarle (CDC Contract),20000,,2023-01-17,1238721.51232419,1,1111306369.82222,37,167,37167,Stanly County,1426239986.21488
Stanly,Albemarle (CDC Contract),20000,,2023-01-18,1099561.17054957,1,1048894271.45958,37,167,37167,Stanly County,1289675189.78195
Stanly,Albemarle (CDC Contract),20000,,2023-01-23,407740.522473681,1,652112261.418616,37,167,37167,Stanly County,937437634.233472
Stanly,Albemarle (CDC Contract),20000,,2023-01-25,520877.325608065,1,691091024.439049,37,167,37167,Stanly County,797365852.439082
Stanly,Albemarle (CDC Contract),20000,,2023-01-30,764471.677048936,1,808825788.621142,37,167,37167,Stanly County,717343024.826269
Stanly,Albemarle (CDC Contract),20000,,2023-02-01,1214034.01369358,1,1470593393.73942,37,167,37167,Stanly County,990170068.933204
Stanly,Albemarle (CDC Contract),20000,,2023-02-06,592311.269898372,1,773536602.97029,37,167,37167,Stanly County,1017651928.44362
Stanly,Albemarle (CDC Contract),20000,,2023-02-08,1227814.76468493,1,1266517327.78995,37,167,37167,Stanly County,1170215774.83322
Stanly,Albemarle (CDC Contract),20000,,2023-02-13,17237.1806519459,1,66228367.9944741,37,167,37167,Stanly County,702094099.584905
Stanly,Albemarle (CDC Contract),20000,,2023-02-15,308651.738481975,1,600542329.496728,37,167,37167,Stanly County,644429341.760384
Stanly,Albemarle (CDC Contract),20000,,2023-02-20,677049.490080592,1,730427394.829056,37,167,37167,Stanly County,465732697.440086
Stanly,Albemarle (CDC Contract),20000,,2023-02-22,928843.978259292,1,940542303.743485,37,167,37167,Stanly County,757170676.02309
Stanly,Albemarle (CDC Contract),20000,,2023-02-27,1453995.2599525,1,1122806546.03292,37,167,37167,Stanly County,931258748.20182
Stanly,Albemarle (CDC Contract),20000,,2023-03-01,786908.944236517,1,606178701.413878,37,167,37167,Stanly County,889842517.063428
Stanly,Albemarle (CDC Contract),20000,,2023-03-06,286626.48952489,1,220796668.38657,37,167,37167,Stanly County,649927305.277789
Stanly,Albemarle (CDC Contract),20000,,2023-03-08,139037.046472862,1,109209498.411562,37,167,37167,Stanly County,312061622.737337
Stanly,Albemarle (CDC Contract),20000,,2023-03-13,67902.2403460177,1,53450261.3957873,37,167,37167,Stanly County,127818809.397973
Stanly,Albemarle (CDC Contract),20000,,2023-03-15,245031.638050774,1,224929119.949269,37,167,37167,Stanly County,129196293.252206
Stanly,Albemarle (CDC Contract),20000,,2023-03-20,354948.29681487,1,289550386.435428,37,167,37167,Stanly County,189309922.593495
Stanly,Albemarle (CDC Contract),20000,,2023-03-22,771094.43948384,1,560428971.114648,37,167,37167,Stanly County,358302825.833115
Stanly,Albemarle (CDC Contract),20000,,2023-03-27,322952.098352531,1,252446843.295909,37,167,37167,Stanly County,367475400.281995
Stanly,Albemarle (CDC Contract),20000,,2023-03-29,106001.420529313,1,188591155.317679,37,167,37167,Stanly County,333822323.242745
Stanly,Albemarle (CDC Contract),20000,,2023-04-03,205593.096525163,1,173939346.045549,37,167,37167,Stanly County,204992448.219712
Stanly,Albemarle (CDC Contract),20000,,2023-04-05,158907.467771461,1,136546930.569974,37,167,37167,Stanly County,166359143.977734
Stanly,Albemarle (CDC Contract),20000,,2023-04-10,16117.3187552982,1,60583424.9273919,37,167,37167,Stanly County,123689900.514305
Stanly,Albemarle (CDC Contract),20000,,2023-04-12,83376.3214038888,1,143761597.167758,37,167,37167,Stanly County,113630650.888375
Stanly,Albemarle (CDC Contract),20000,,2023-04-17,173832.341923303,1,175034635.932981,37,167,37167,Stanly County,126459886.009377
Stanly,Albemarle (CDC Contract),20000,,2023-04-19,376123.16556933,1,320349741.962881,37,167,37167,Stanly County,213048658.35454
Stanly,Albemarle (CDC Contract),20000,,2023-04-24,264076.492948578,1,207871750.691243,37,167,37167,Stanly County,234418709.529035
Stanly,Albemarle (CDC Contract),20000,,2023-04-26,225917.90232789,1,156072107.013638,37,167,37167,Stanly County,228097866.555921
Stanly,Albemarle (CDC Contract),20000,,2023-05-01,113316.939173282,1,196244598.257542,37,167,37167,Stanly County,186729485.320808
Stanly,Albemarle (CDC Contract),20000,,2023-05-03,19116.2281567259,1,20550969.8983095,37,167,37167,Stanly County,124289225.056497
Stanly,Albemarle (CDC Contract),20000,,2023-05-08,395084.140397288,1,258730410.375362,37,167,37167,Stanly County,158508659.510405
Stanly,Albemarle (CDC Contract),20000,,2023-05-10,300868.302961657,1,207850504.510668,37,167,37167,Stanly County,162377294.928113
Stanly,Albemarle (CDC Contract),20000,,2023-05-15,568362.77694766,1,316267627.011078,37,167,37167,Stanly County,260949513.965703
Stanly,Albemarle (CDC Contract),20000,,2023-05-17,565471.447767133,1,331783020.848544,37,167,37167,Stanly County,285300384.12343
Stanly,Albemarle (CDC Contract),20000,,2023-05-22,360459.918060081,1,173971834.16264,37,167,37167,Stanly County,274007494.007421
Stanly,Albemarle (CDC Contract),20000,,2023-05-24,298102.632972046,1,149517996.157941,37,167,37167,Stanly County,218424283.723042
Stanly,Albemarle (CDC Contract),20000,,2023-05-30,159461.901617085,1,118612721.687928,37,167,37167,Stanly County,147367517.33617
Stanly,Albemarle (CDC Contract),20000,,2023-05-31,187119.120780712,1,125726927.765087,37,167,37167,Stanly County,131285881.870319
Stanly,Albemarle (CDC Contract),20000,,2023-06-05,18912.1980662971,1,8734008.61633964,37,167,37167,Stanly County,84357886.0231182
Stanly,Albemarle (CDC Contract),20000,,2023-06-07,50810.1891882583,1,39995998.3623882,37,167,37167,Stanly County,58152311.5812716
Stanly,Albemarle (CDC Contract),20000,,2023-06-12,42048.224906132,1,19896168.819959,37,167,37167,Stanly County,22875391.9328956
Stanly,Albemarle (CDC Contract),20000,,2023-06-14,103423.982279936,1,51286649.6704437,37,167,37167,Stanly County,37059605.617597
Stanly,Albemarle (CDC Contract),20000,,2023-06-19,44361.0619077474,1,17380171.6476682,37,167,37167,Stanly County,29520996.7126903
Stanly,Albemarle (CDC Contract),20000,,2023-06-21,0,1,10282160.7441298,37,167,37167,Stanly County,26316327.3540806
Stanly,Albemarle (CDC Contract),20000,,2023-06-26,265555.963844713,1,253319357.475519,37,167,37167,Stanly County,93660563.2891057
Stanly,Albemarle (CDC Contract),20000,,2023-06-28,30795.5118775052,1,26928439.382716,37,167,37167,Stanly County,96843319.2007883
Stanly,Albemarle (CDC Contract),20000,,2023-07-03,129275.446803664,1,101297370.200431,37,167,37167,Stanly County,127181722.352889
Stanly,Albemarle (CDC Contract),20000,,2023-07-05,308734.536864552,1,175302557.377061,37,167,37167,Stanly County,101176122.320069
Stanly,Albemarle (CDC Contract),20000,,2023-07-10,228287.092132986,1,189682671.903964,37,167,37167,Stanly County,155427533.160485
Stanly,Albemarle (CDC Contract),20000,,2023-07-12,300069.98005588,1,201051627.743124,37,167,37167,Stanly County,188678952.341383
Stanly,Albemarle (CDC Contract),20000,,2023-07-17,139902.5089488,1,78114076.2127809,37,167,37167,Stanly County,156282791.95329
Stanly,Albemarle (CDC Contract),20000,,2023-07-19,158135.985771725,1,87995370.1994226,37,167,37167,Stanly County,122387024.718443
Stanly,Albemarle (CDC Contract),20000,,2023-07-24,407357.096844187,1,320657215.384909,37,167,37167,Stanly County,162255553.932371
Stanly,Albemarle (CDC Contract),20000,,2023-07-26,164138.452923225,1,82636850.059512,37,167,37167,Stanly County,163763145.214615
Stanly,Albemarle (CDC Contract),20000,,2023-07-31,370771.361980281,1,164211595.895897,37,167,37167,Stanly County,189168553.780106
Surry,Mount Airy (CDC Contract),10000,,2022-05-24,409752.198452368,1,355196397.592946,37,171,37171,Surry County,
Surry,Mount Airy (CDC Contract),10000,,2022-05-26,454903.831695165,1,270352895.426324,37,171,37171,Surry County,
Surry,Mount Airy (CDC Contract),10000,,2022-05-31,875367.523716462,1,477160736.295787,37,171,37171,Surry County,367570009.771686
Surry,Mount Airy (CDC Contract),10000,,2022-06-02,1088483.30196537,1,638653427.145258,37,171,37171,Surry County,462055686.289123
Surry,Mount Airy (CDC Contract),10000,,2022-06-07,3104642.16545014,1,1633571430.9802,37,171,37171,Surry County,916461864.807082
Surry,Mount Airy (CDC Contract),10000,,2022-06-09,1138495.40396498,1,637829754.321015,37,171,37171,Surry County,970018204.148824
Surry,Mount Airy (CDC Contract),10000,,2022-06-14,1169658.60048522,1,615439967.612472,37,171,37171,Surry County,962280384.304562
Surry,Mount Airy (CDC Contract),10000,,2022-06-16,1352565.01910495,1,783359942.36794,37,171,37171,Surry County,678876554.767142
Surry,Mount Airy (CDC Contract),10000,,2022-06-21,621892.563329325,1,301326349.981034,37,171,37171,Surry County,566708753.320482
Surry,Mount Airy (CDC Contract),10000,,2022-06-23,997251.577172566,1,509624476.23092,37,171,37171,Surry County,531436922.859965
Surry,Mount Airy (CDC Contract),10000,,2022-06-28,675387.842493855,1,370708905.151556,37,171,37171,Surry County,393886577.12117
Surry,Mount Airy (CDC Contract),10000,,2022-06-30,2004448.87228635,1,971218017.427557,37,171,37171,Surry County,617183799.603344
Surry,Mount Airy (CDC Contract),10000,,2022-07-05,2280603.6368044,1,966895664.757049,37,171,37171,Surry County,769607529.112054
Surry,Mount Airy (CDC Contract),10000,,2022-07-07,1016372.41184454,1,1015707297.73822,37,171,37171,Surry County,984606993.307609
Surry,Mount Airy (CDC Contract),10000,,2022-07-12,1360879.94745903,1,1504230686.30853,37,171,37171,Surry County,1162277882.9346
Surry,Mount Airy (CDC Contract),10000,,2022-07-14,2465278.41485982,1,1950401566.52656,37,171,37171,Surry County,1490113183.52444
Surry,Mount Airy (CDC Contract),10000,,2022-07-19,1771494.58593456,1,1200340993.40181,37,171,37171,Surry County,1551657748.74563
Surry,Mount Airy (CDC Contract),10000,,2022-07-21,1705636.93424598,1,1381694862.89147,37,171,37171,Surry County,1510812474.27328
Surry,Mount Airy (CDC Contract),10000,,2022-07-26,1779489.1368415,1,1111452899.46896,37,171,37171,Surry County,1231162918.58741
Surry,Mount Airy (CDC Contract),10000,,2022-07-28,2040339.63569711,1,2239815480.52067,37,171,37171,Surry County,1577654414.2937
Surry,Mount Airy (CDC Contract),10000,,2022-08-02,1375940.08677284,1,859399794.737534,37,171,37171,Surry County,1403556058.24239
Surry,Mount Airy (CDC Contract),10000,,2022-08-04,3031125.21019982,1,1812895376.56907,37,171,37171,Surry County,1637370217.27576
Surry,Mount Airy (CDC Contract),10000,,2022-08-09,1252198.35557958,1,848472826.282757,37,171,37171,Surry County,1173589332.52979
Surry,Mount Airy (CDC Contract),10000,,2022-08-11,2680751.36949684,1,1583043732.51856,37,171,37171,Surry County,1414803978.4568
Surry,Mount Airy (CDC Contract),10000,,2022-08-16,2982735.61829987,1,2359787108.58808,37,171,37171,Surry County,1597101222.46313
Surry,Mount Airy (CDC Contract),10000,,2022-08-18,1369344.80151217,1,736059529.253471,37,171,37171,Surry County,1559630123.45337
Surry,Mount Airy (CDC Contract),10000,,2022-08-23,1234742.66288816,1,906755005.962784,37,171,37171,Surry County,1334200547.93478
Surry,Mount Airy (CDC Contract),10000,,2022-08-25,1262852.39405435,1,817448648.369524,37,171,37171,Surry County,820087727.861926
Surry,Mount Airy (CDC Contract),10000,,2022-08-30,1576371.9751094,1,823473389.491921,37,171,37171,Surry County,849225681.274743
Surry,Mount Airy (CDC Contract),10000,,2022-09-01,1568913.74901309,1,855211119.19404,37,171,37171,Surry County,832044385.685162
Surry,Mount Airy (CDC Contract),10000,,2022-09-06,2036638.66160984,1,1333742114.21081,37,171,37171,Surry County,1004142207.63226
Surry,Mount Airy (CDC Contract),10000,,2022-09-08,868286.932187089,1,483161562.905847,37,171,37171,Surry County,890704932.103566
Surry,Mount Airy (CDC Contract),10000,,2022-09-13,1368931.31966887,1,839476324.030879,37,171,37171,Surry County,885460000.382512
Surry,Mount Airy (CDC Contract),10000,,2022-09-15,1260577.05846721,1,753942566.745239,37,171,37171,Surry County,692193484.560655
Surry,Mount Airy (CDC Contract),10000,,2022-09-27,713718.334212954,1,367432475.996843,37,171,37171,Surry County,653617122.257654
Surry,Mount Airy (CDC Contract),10000,,2022-09-29,345419.483625492,1,177826924.210966,37,171,37171,Surry County,433067322.317683
Surry,Mount Airy (CDC Contract),10000,,2022-10-04,246157.897579052,1,133248273.085891,37,171,37171,Surry County,226169224.431233
Surry,Mount Airy (CDC Contract),10000,,2022-10-06,420769.89386686,1,170427712.118066,37,171,37171,Surry County,160500969.804974
Surry,Mount Airy (CDC Contract),10000,,2022-10-11,188931.162647164,1,96549303.1164176,37,171,37171,Surry County,133408429.440125
Surry,Mount Airy (CDC Contract),10000,,2022-10-13,359828.705083843,1,223383675.156798,37,171,37171,Surry County,163453563.463761
Surry,Mount Airy (CDC Contract),10000,,2022-10-18,397106.519467376,1,208945775.612061,37,171,37171,Surry County,176292917.961759
Surry,Mount Airy (CDC Contract),10000,,2022-10-20,1009533.22297975,1,535008188.717459,37,171,37171,Surry County,322445879.828773
Surry,Mount Airy (CDC Contract),10000,,2022-10-25,1387295.97133892,1,719451413.277172,37,171,37171,Surry County,487801792.535564
Surry,Mount Airy (CDC Contract),10000,,2022-11-01,880971.07664554,1,463541079.98123,37,171,37171,Surry County,572666893.991954
Surry,Mount Airy (CDC Contract),10000,,2022-11-03,803960.120993109,1,392587072.818943,37,171,37171,Surry County,525193188.692448
Surry,Mount Airy (CDC Contract),10000,,2022-11-08,291074.44286486,1,170784145.383199,37,171,37171,Surry County,342304099.394457
Surry,Mount Airy (CDC Contract),10000,,2022-11-10,427707.049116278,1,228284959.185191,37,171,37171,Surry County,263885392.462444
Surry,Mount Airy (CDC Contract),10000,,2022-11-15,267306.449771335,1,144696242.39991,37,171,37171,Surry County,181255115.6561
Surry,Mount Airy (CDC Contract),10000,,2022-11-17,346911.41033936,1,236375721.48575,37,171,37171,Surry County,203118974.35695
Surry,Mount Airy (CDC Contract),10000,,2022-11-22,475769.300998766,1,235928001.672096,37,171,37171,Surry County,205666655.185919
Surry,Mount Airy (CDC Contract),10000,,2022-11-29,514603.824498498,1,253237571.24336,37,171,37171,Surry County,241847098.133735
Surry,Mount Airy (CDC Contract),10000,,2022-12-01,625045.830765022,1,482673891.506694,37,171,37171,Surry County,323946488.140717
Surry,Mount Airy (CDC Contract),10000,,2022-12-06,891449.64968602,1,472429090.549006,37,171,37171,Surry County,402780184.43302
Surry,Mount Airy (CDC Contract),10000,,2022-12-08,1546619.53237398,1,854767742.365875,37,171,37171,Surry County,603290241.473858
Surry,Mount Airy (CDC Contract),10000,,2022-12-14,2212208.3240152,1,1205869448.1207,37,171,37171,Surry County,844355427.01186
Surry,Mount Airy (CDC Contract),10000,,2022-12-15,1712748.70371343,1,1017899914.05678,37,171,37171,Surry County,1026179034.84779
Surry,Mount Airy (CDC Contract),10000,,2022-12-20,1887721.79572453,1,1193345608.28444,37,171,37171,Surry County,1139038323.48731
Surry,Mount Airy (CDC Contract),10000,,2022-12-22,1506986.45554701,1,878500165.439461,37,171,37171,Surry County,1029915229.26023
Surry,Mount Airy (CDC Contract),10000,,2022-12-29,2533745.73199047,1,1544189816.11415,37,171,37171,Surry County,1205345196.61268
Surry,Mount Airy (CDC Contract),10000,,2023-01-03,1950005.86708065,1,1092469726.96857,37,171,37171,Surry County,1171719902.84073
Surry,Mount Airy (CDC Contract),10000,,2023-01-05,1219451.89672818,1,1315592264.81433,37,171,37171,Surry County,1317417269.29902
Surry,Mount Airy (CDC Contract),10000,,2023-01-10,3042868.22042116,1,2476471772.74018,37,171,37171,Surry County,1628177921.50769
Surry,Mount Airy (CDC Contract),10000,,2023-01-12,1193785.37199361,1,790817150.75031,37,171,37171,Surry County,1527627062.76827
Surry,Mount Airy (CDC Contract),10000,,2023-01-17,1082084.03118996,1,688148309.79997,37,171,37171,Surry County,1318479077.76349
Surry,Mount Airy (CDC Contract),10000,,2023-01-19,1068985.35539863,1,704097466.592722,37,171,37171,Surry County,727687642.381001
Surry,Mount Airy (CDC Contract),10000,,2023-01-24,721558.97967096,1,554472040.414228,37,171,37171,Surry County,648905938.93564
Surry,Mount Airy (CDC Contract),10000,,2023-01-26,915810.358470114,1,1060812810.47154,37,171,37171,Surry County,773127439.159497
Surry,Mount Airy (CDC Contract),10000,,2023-01-31,958946.967606785,1,693329589.575136,37,171,37171,Surry County,769538146.820301
Surry,Mount Airy (CDC Contract),10000,,2023-02-02,1291989.52004411,1,1075953368.41849,37,171,37171,Surry County,943365256.155055
Surry,Mount Airy (CDC Contract),10000,,2023-02-07,332380.279479525,1,221441846.549755,37,171,37171,Surry County,663574934.847794
Surry,Mount Airy (CDC Contract),10000,,2023-02-09,742943.727197658,1,447161930.404508,37,171,37171,Surry County,581519048.457584
Surry,Mount Airy (CDC Contract),10000,,2023-02-14,465537.973187777,1,646744811.83974,37,171,37171,Surry County,438449529.598001
Surry,Mount Airy (CDC Contract),10000,,2023-05-09,119803.470381141,1,77549193.709512,37,171,37171,Surry County,390485311.984587
Surry,Mount Airy (CDC Contract),10000,,2023-05-11,223814.746261683,1,134709306.139337,37,171,37171,Surry County,286334437.22953
Surry,Mount Airy (CDC Contract),10000,,2023-05-16,163122.229913379,1,108676988.484083,37,171,37171,Surry County,106978496.110977
Surry,Mount Airy (CDC Contract),10000,,2023-05-18,43690.7811161251,1,27950416.9994496,37,171,37171,Surry County,90445570.5409565
Surry,Mount Airy (CDC Contract),10000,,2023-05-23,136390.261102628,1,91899921.5992639,37,171,37171,Surry County,76175775.6942655
Surry,Mount Airy (CDC Contract),10000,,2023-05-25,136133.409350915,1,83997063.464384,37,171,37171,Surry County,67949134.0210325
Surry,Mount Airy (CDC Contract),10000,,2023-05-30,51636.4462891501,1,65676106.8710708,37,171,37171,Surry County,80524363.9782396
Surry,Mount Airy (CDC Contract),10000,,2023-06-01,104563.696209671,1,67684436.0730873,37,171,37171,Surry County,72452535.469514
Surry,Mount Airy (CDC Contract),10000,,2023-06-06,388519.426641582,1,244136438.6431,37,171,37171,Surry County,125832327.195753
Surry,Mount Airy (CDC Contract),10000,,2023-06-08,138472.519255545,1,101165557.757258,37,171,37171,Surry County,137662144.157815
Surry,Mount Airy (CDC Contract),10000,,2023-06-13,68156.1722745324,1,43859723.6697625,37,171,37171,Surry County,129720573.356707
Surry,Mount Airy (CDC Contract),10000,,2023-06-15,97911.0012165392,1,61154330.1608394,37,171,37171,Surry County,68726537.1959533
Surry,Mount Airy (CDC Contract),10000,,2023-06-20,85517.5036686043,1,202000006.033572,37,171,37171,Surry County,102338019.954725
Surry,Mount Airy (CDC Contract),10000,,2023-06-27,258527.877014506,1,175175025.191478,37,171,37171,Surry County,146109787.12863
Surry,Mount Airy (CDC Contract),10000,,2023-06-29,87070.860595343,1,58009254.2827797,37,171,37171,Surry County,145061428.50261
Surry,Mount Airy (CDC Contract),10000,,2023-07-05,355900.847666119,1,191306243.763256,37,171,37171,Surry County,141496841.079171
Surry,Mount Airy (CDC Contract),10000,,2023-07-06,185074.789696083,1,113494301.644319,37,171,37171,Surry County,120936599.896785
Surry,Mount Airy (CDC Contract),10000,,2023-07-11,216045.631668554,1,130851061.458903,37,171,37171,Surry County,145217202.288826
Surry,Mount Airy (CDC Contract),10000,,2023-07-13,311648.535738755,1,204090585.523089,37,171,37171,Surry County,149478649.542104
Surry,Mount Airy (CDC Contract),10000,,2023-07-18,440613.23210953,1,296885724.53128,37,171,37171,Surry County,210609123.837757
Surry,Mount Airy (CDC Contract),10000,,2023-07-20,207255.845812822,1,137295598.779474,37,171,37171,Surry County,212757302.944614
Surry,Mount Airy (CDC Contract),10000,,2023-07-25,150870.287246953,1,99943267.4353075,37,171,37171,Surry County,178041530.248687
Surry,Mount Airy (CDC Contract),10000,,2023-07-27,546792.702413413,1,364289920.845969,37,171,37171,Surry County,200509595.686917
Surry,Mount Airy (CDC Contract),10000,,2023-08-01,74145.851415938,1,50520907.0709805,37,171,37171,Surry County,171584698.450752
Surry,Mount Airy (CDC Contract),10000,,2023-08-03,110096.22122431,1,70015383.6181804,37,171,37171,Surry County,161608737.178377
Surry,Mount Airy (CDC Contract),10000,,2023-08-08,298785.9449223,1,365320854.038566,37,171,37171,Surry County,161952381.575909
Surry,Mount Airy (CDC Contract),10000,,2023-08-10,227728.178562056,1,183614998.638436,37,171,37171,Surry County,206317078.765061
Surry,Mount Airy (CDC Contract),10000,,2023-08-15,307776.966487937,1,216700960.783479,37,171,37171,Surry County,255212271.153494
Surry,Mount Airy (CDC Contract),10000,,2023-08-17,574186.724299081,1,386887703.856789,37,171,37171,Surry County,262401221.092901
Surry,Mount Airy (CDC Contract),10000,,2023-08-22,413425.994875091,1,284826862.502031,37,171,37171,Surry County,296138509.047433
Surry,Mount Airy (CDC Contract),10000,,2023-08-24,339198.998657421,1,192600583.42767,37,171,37171,Surry County,288105049.92883
Surry,Mount Airy (CDC Contract),10000,,2023-08-29,113875.40424545,1,335798821.124736,37,171,37171,Surry County,271075422.351479
Surry,Mount Airy (CDC Contract),10000,,2023-08-31,409373.395764207,1,365715524.348895,37,171,37171,Surry County,298038309.633767
Swain,Cherokee (CDC Contract),12000,,2022-05-06,233223.499083442,1,107412715.067372,37,173,37173,Swain County,
Jackson,Cherokee (CDC Contract),12000,,2022-05-06,233223.499083442,1,107412715.067372,37,099,37099,Jackson County,44347244.9601233
Swain,Cherokee (CDC Contract),12000,,2022-05-10,512212.978679543,1,221361290.250512,37,173,37173,Swain County,
Jackson,Cherokee (CDC Contract),12000,,2022-05-10,512212.978679543,1,221361290.250512,37,099,37099,Jackson County,110669325.038092
Swain,Cherokee (CDC Contract),12000,,2022-05-13,4993307.75069682,1,2346957005.63639,37,173,37173,Swain County,891910336.984758
Jackson,Cherokee (CDC Contract),12000,,2022-05-13,4993307.75069682,1,2346957005.63639,37,099,37099,Jackson County,891910336.984758
Swain,Cherokee (CDC Contract),12000,,2022-05-17,698252.216592478,1,292950670.09305,37,173,37173,Swain County,953756321.993317
Jackson,Cherokee (CDC Contract),12000,,2022-05-17,698252.216592478,1,292950670.09305,37,099,37099,Jackson County,953756321.993317
Swain,Cherokee (CDC Contract),12000,,2022-05-19,803803.555004694,1,349912567.368201,37,173,37173,Swain County,996606747.699214
Jackson,Cherokee (CDC Contract),12000,,2022-05-19,803803.555004694,1,349912567.368201,37,099,37099,Jackson County,996606747.699214
Swain,Cherokee (CDC Contract),12000,,2022-05-24,507178.599220081,1,427171935.961012,37,173,37173,Swain County,356678391.140754
Jackson,Cherokee (CDC Contract),12000,,2022-05-24,507178.599220081,1,427171935.961012,37,099,37099,Jackson County,356678391.140754
Swain,Cherokee (CDC Contract),12000,,2022-05-26,1252793.44375452,1,466328556.362186,37,173,37173,Swain County,414471019.897133
Jackson,Cherokee (CDC Contract),12000,,2022-05-26,1252793.44375452,1,466328556.362186,37,099,37099,Jackson County,414471019.897133
Swain,Cherokee (CDC Contract),12000,,2022-06-01,2630556.93080842,1,1477060347.20585,37,173,37173,Swain County,790186946.509683
Jackson,Cherokee (CDC Contract),12000,,2022-06-01,2630556.93080842,1,1477060347.20585,37,099,37099,Jackson County,790186946.509683
Swain,Cherokee (CDC Contract),12000,,2022-06-02,1023268.0125064,1,490640639.708619,37,173,37173,Swain County,811343181.092218
Jackson,Cherokee (CDC Contract),12000,,2022-06-02,1023268.0125064,1,490640639.708619,37,099,37099,Jackson County,811343181.092218
Swain,Cherokee (CDC Contract),12000,,2022-06-07,1426286.0650558,1,530907888.281788,37,173,37173,Swain County,832869625.065419
Jackson,Cherokee (CDC Contract),12000,,2022-06-07,1426286.0650558,1,530907888.281788,37,099,37099,Jackson County,832869625.065419
Swain,Cherokee (CDC Contract),12000,,2022-06-09,1698826.98268414,1,691304513.477145,37,173,37173,Swain County,570951013.822517
Jackson,Cherokee (CDC Contract),12000,,2022-06-09,1698826.98268414,1,691304513.477145,37,099,37099,Jackson County,570951013.822517
Swain,Cherokee (CDC Contract),12000,,2022-06-14,2342273.58453273,1,1100916601.33886,37,173,37173,Swain County,774376334.365931
Jackson,Cherokee (CDC Contract),12000,,2022-06-14,2342273.58453273,1,1100916601.33886,37,099,37099,Jackson County,774376334.365931
Swain,Cherokee (CDC Contract),12000,,2022-06-16,1976194.22162298,1,960021319.504893,37,173,37173,Swain County,917414144.773633
Jackson,Cherokee (CDC Contract),12000,,2022-06-16,1976194.22162298,1,960021319.504893,37,099,37099,Jackson County,917414144.773633
Swain,Cherokee (CDC Contract),12000,,2022-06-21,1390196.13372517,1,499932602.237309,37,173,37173,Swain County,853623507.693687
Jackson,Cherokee (CDC Contract),12000,,2022-06-21,1390196.13372517,1,499932602.237309,37,099,37099,Jackson County,853623507.693687
Swain,Cherokee (CDC Contract),12000,,2022-06-23,1415981.69314982,1,585139566.886387,37,173,37173,Swain County,681697829.542863
Jackson,Cherokee (CDC Contract),12000,,2022-06-23,1415981.69314982,1,585139566.886387,37,099,37099,Jackson County,681697829.542863
Swain,Cherokee (CDC Contract),12000,,2022-06-28,930092.569289,1,363813149.217947,37,173,37173,Swain County,482961772.780548
Jackson,Cherokee (CDC Contract),12000,,2022-06-28,930092.569289,1,363813149.217947,37,099,37099,Jackson County,482961772.780548
Swain,Cherokee (CDC Contract),12000,,2022-06-30,2816750.27339468,1,1128450719.65278,37,173,37173,Swain County,692467811.919038
Jackson,Cherokee (CDC Contract),12000,,2022-06-30,2816750.27339468,1,1128450719.65278,37,099,37099,Jackson County,692467811.919038
Swain,Cherokee (CDC Contract),12000,,2022-07-07,1760081.19162281,1,905004707.392785,37,173,37173,Swain County,799089525.421171
Jackson,Cherokee (CDC Contract),12000,,2022-07-07,1760081.19162281,1,905004707.392785,37,099,37099,Jackson County,799089525.421171
Swain,Cherokee (CDC Contract),12000,,2022-07-12,1502142.20571669,1,1014040623.81772,37,173,37173,Swain County,1015832016.95443
Jackson,Cherokee (CDC Contract),12000,,2022-07-12,1502142.20571669,1,1014040623.81772,37,099,37099,Jackson County,1015832016.95443
Swain,Cherokee (CDC Contract),12000,,2022-07-14,3068088.67231055,1,1674343429.00703,37,173,37173,Swain County,1197796253.40585
Jackson,Cherokee (CDC Contract),12000,,2022-07-14,3068088.67231055,1,1674343429.00703,37,099,37099,Jackson County,1197796253.40585
